weight_set,smurf_ratio,role_scarcity,visible_rank_smoothing,candidate_pool_size,prediction_log_loss_mean,prediction_log_loss_sd,prediction_log_loss_median,prediction_log_loss_ci95_low,prediction_log_loss_ci95_high,brier_score_mean,brier_score_sd,brier_score_median,brier_score_ci95_low,brier_score_ci95_high,rating_mae_mean,rating_mae_sd,rating_mae_median,rating_mae_ci95_low,rating_mae_ci95_high,rating_rmse_mean,rating_rmse_sd,rating_rmse_median,rating_rmse_ci95_low,rating_rmse_ci95_high,rating_volatility_mean,rating_volatility_sd,rating_volatility_median,rating_volatility_ci95_low,rating_volatility_ci95_high,expected_winprob_deviation_mean,expected_winprob_deviation_sd,expected_winprob_deviation_median,expected_winprob_deviation_ci95_low,expected_winprob_deviation_ci95_high,team_mmr_gap_mean,team_mmr_gap_sd,team_mmr_gap_median,team_mmr_gap_ci95_low,team_mmr_gap_ci95_high,role_mismatch_rate_mean,role_mismatch_rate_sd,role_mismatch_rate_median,role_mismatch_rate_ci95_low,role_mismatch_rate_ci95_high,within_team_variance_mean,within_team_variance_sd,within_team_variance_median,within_team_variance_ci95_low,within_team_variance_ci95_high,waiting_time_proxy_mean,waiting_time_proxy_sd,waiting_time_proxy_median,waiting_time_proxy_ci95_low,waiting_time_proxy_ci95_high,unfair_match_exposure_mean,unfair_match_exposure_sd,unfair_match_exposure_median,unfair_match_exposure_ci95_low,unfair_match_exposure_ci95_high,repeated_large_gap_exposure_mean,repeated_large_gap_exposure_sd,repeated_large_gap_exposure_median,repeated_large_gap_exposure_ci95_low,repeated_large_gap_exposure_ci95_high,new_player_unfair_exposure_mean,new_player_unfair_exposure_sd,new_player_unfair_exposure_median,new_player_unfair_exposure_ci95_low,new_player_unfair_exposure_ci95_high,low_activity_unfair_exposure_mean,low_activity_unfair_exposure_sd,low_activity_unfair_exposure_median,low_activity_unfair_exposure_ci95_low,low_activity_unfair_exposure_ci95_high,smurf_victimization_mean,smurf_victimization_sd,smurf_victimization_median,smurf_victimization_ci95_low,smurf_victimization_ci95_high,waiting_time_frustration_mean,waiting_time_frustration_sd,waiting_time_frustration_median,waiting_time_frustration_ci95_low,waiting_time_frustration_ci95_high,tail_unfairness_p95_mean,tail_unfairness_p95_sd,tail_unfairness_p95_median,tail_unfairness_p95_ci95_low,tail_unfairness_p95_ci95_high,cvar_unfairness_worst5_mean,cvar_unfairness_worst5_sd,cvar_unfairness_worst5_median,cvar_unfairness_worst5_ci95_low,cvar_unfairness_worst5_ci95_high,visible_rank_volatility_mean,visible_rank_volatility_sd,visible_rank_volatility_median,visible_rank_volatility_ci95_low,visible_rank_volatility_ci95_high,mmr_rank_divergence_mean,mmr_rank_divergence_sd,mmr_rank_divergence_median,mmr_rank_divergence_ci95_low,mmr_rank_divergence_ci95_high,exposure_risk_index_mean,exposure_risk_index_sd,exposure_risk_index_median,exposure_risk_index_ci95_low,exposure_risk_index_ci95_high,churn_risk_proxy_mean,churn_risk_proxy_sd,churn_risk_proxy_median,churn_risk_proxy_ci95_low,churn_risk_proxy_ci95_high,loss_streak_exposure_mean,loss_streak_exposure_sd,loss_streak_exposure_median,loss_streak_exposure_ci95_low,loss_streak_exposure_ci95_high,smurf_ratio_mean,smurf_ratio_sd,smurf_ratio_median,smurf_ratio_ci95_low,smurf_ratio_ci95_high,fairness_debt_mean,fairness_debt_sd,fairness_debt_median,fairness_debt_ci95_low,fairness_debt_ci95_high
default,0.0,high,fast,large,0.6951381411608154,0.001129018936488251,0.6955538043824453,0.6940317026030569,0.6962445797185739,0.25099314242679405,0.0005622215380011961,0.2511993919447766,0.2504421653195529,0.2515441195340352,328.1629791160917,4.025084708527209,326.8102836477202,324.21839610173504,332.1075621304484,411.1156780157767,4.796780397116703,412.51010999592813,406.41483322660235,415.8165228049511,0.12630269007061395,0.001332938620278245,0.12626578722248671,0.12499641022274127,0.12760896991848664,0.12503776856880316,0.00420348711088589,0.1254550638900209,0.120918351200135,0.12915718593747133,6.271654838762891,0.15201191682905696,6.272223829809951,6.122683160270415,6.420626517255367,0.059627525252525196,0.003639599138119759,0.059217171717171654,0.05606071809716783,0.06319433240788255,2826.3131220219047,217.8406186029048,2835.680468870026,2612.829315791058,3039.7969282527515,5.856186868686869,0.04205107848051002,5.8583333333333325,5.81497681177597,5.897396925597769,1.2909090909090908,0.09181368125783707,1.3136363636363635,1.2009316832764105,1.380886498541771,0.41568181818181815,0.06848367523800603,0.4427272727272727,0.34856781644857227,0.48279581991506404,0.752555758866455,0.19550132183230165,0.8069716542998986,0.5609644634707993,0.9441470542621107,0.6302714776205217,0.08821978173460622,0.6389450623525447,0.5438160915206076,0.7167268637204358,0.0,0.0,0.0,0.0,0.0,0.3658636363636364,0.01492580364084522,0.37049999999999994,0.35123634879560806,0.3804909239316647,0.2888018751659172,0.0038144664019366037,0.28877318075552294,0.2850636980920193,0.2925400522398151,0.3240524253075249,0.009546170429555743,0.3247644245924326,0.3146971782865603,0.33340767232848956,128.8574658268352,2.7296818796875293,129.76187346980726,126.18237758474143,131.532554068929,10.50523334374667,0.12214966498234035,10.514769637975999,10.385526672063977,10.624940015429365,0.09786831723453897,0.006254444884380864,0.10043887527860185,0.09173896124784572,0.10399767322123221,0.09786831723453897,0.006254444884380864,0.10043887527860185,0.09173896124784572,0.10399767322123221,0.39249999999999996,0.008278053563422863,0.39454545454545453,0.38438750750784556,0.40061249249215436,0.0,0.0,0.0,0.0,0.0,0.34455550092909903,0.10781054169776418,0.3710458812059332,0.23890117006529016,0.4502098317929079
default,0.0,high,fast,small,0.6929348312127407,0.0011963185466137072,0.6925704003675546,0.6917624390370593,0.6941072233884221,0.24989166433641888,0.0005999098815821333,0.24970772717052336,0.24930375265246837,0.25047957602036935,328.6638334675243,3.365037455230202,327.6152010041006,325.3660967613987,331.9615701736499,412.09051718725595,4.263777380549668,413.216924195872,407.9120153543173,416.2690190201946,0.1249981331650411,0.0009803167062674097,0.12488699175521026,0.12403742279289905,0.12595884353718317,0.12490338653427041,0.005584054809898673,0.12644771052821768,0.11943101282056971,0.13037576024797112,4.280222655586779,0.25891418923964626,4.309231930640609,4.026486750131926,4.533958561041632,0.05675505050505045,0.0008018753738744827,0.0571338383838383,0.055969212638653454,0.05754088837144744,782.4054369059226,155.77059371856285,735.2507660616577,629.750255061731,935.0606187501141,5.936489898989898,0.037138959087191996,5.939898989898989,5.900093719084451,5.972886078895346,1.2522727272727272,0.11791928882793498,1.2772727272727273,1.136711824221351,1.3678336303241034,0.3740909090909091,0.06674031744344483,0.37136363636363634,0.30868539799633316,0.439496420185485,0.6525996364371605,0.14116198544485292,0.6203125,0.5142608907012046,0.7909383821731163,0.5820910212175057,0.07172752721020516,0.5750028925141732,0.5117980445515046,0.6523839978835068,0.0,0.0,0.0,0.0,0.0,0.38970454545454547,0.014565398259102995,0.38995454545454544,0.3754304551606245,0.40397863574846643,0.2962168561421617,0.00944712911921278,0.29615822605491815,0.28695866960533317,0.3054750426789902,0.3355342052201924,0.005809105488594266,0.3366474948001435,0.32984128184137,0.3412271285990148,129.0135422908463,2.483659709474707,129.8000961056917,126.57955577556108,131.44752880613152,10.247151870791773,0.5154433021004402,10.28262224714629,9.742017434733341,10.752286306850205,0.09417061195995702,0.005810776371817542,0.0941418921048249,0.08847605111557583,0.09986517280433821,0.09417061195995702,0.005810776371817542,0.0941418921048249,0.08847605111557583,0.09986517280433821,0.3734090909090909,0.02856894420525117,0.36818181818181817,0.34541152558794475,0.4014066562302371,0.0,0.0,0.0,0.0,0.0,0.28986049885671905,0.09799519204275813,0.3087194470050292,0.1938252106548161,0.38589578705862204
default,0.0,high,slow,large,0.6951381411608154,0.001129018936488251,0.6955538043824453,0.6940317026030569,0.6962445797185739,0.25099314242679405,0.0005622215380011961,0.2511993919447766,0.2504421653195529,0.2515441195340352,328.1629791160917,4.025084708527209,326.8102836477202,324.21839610173504,332.1075621304484,411.1156780157767,4.796780397116703,412.51010999592813,406.41483322660235,415.8165228049511,0.12630269007061395,0.001332938620278245,0.12626578722248671,0.12499641022274127,0.12760896991848664,0.12503776856880316,0.00420348711088589,0.1254550638900209,0.120918351200135,0.12915718593747133,6.271654838762891,0.15201191682905696,6.272223829809951,6.122683160270415,6.420626517255367,0.059627525252525196,0.003639599138119759,0.059217171717171654,0.05606071809716783,0.06319433240788255,2826.3131220219047,217.8406186029048,2835.680468870026,2612.829315791058,3039.7969282527515,5.856186868686869,0.04205107848051002,5.8583333333333325,5.81497681177597,5.897396925597769,1.2909090909090908,0.09181368125783707,1.3136363636363635,1.2009316832764105,1.380886498541771,0.41568181818181815,0.06848367523800603,0.4427272727272727,0.34856781644857227,0.48279581991506404,0.752555758866455,0.19550132183230165,0.8069716542998986,0.5609644634707993,0.9441470542621107,0.6302714776205217,0.08821978173460622,0.6389450623525447,0.5438160915206076,0.7167268637204358,0.0,0.0,0.0,0.0,0.0,0.3658636363636364,0.01492580364084522,0.37049999999999994,0.35123634879560806,0.3804909239316647,0.2888018751659172,0.0038144664019366037,0.28877318075552294,0.2850636980920193,0.2925400522398151,0.3240524253075249,0.009546170429555743,0.3247644245924326,0.3146971782865603,0.33340767232848956,125.17641916998915,2.6925887859175655,125.95391513432422,122.53768215978994,127.81515618018835,19.564176513522703,0.3677838978224845,19.60681947951013,19.20374829365667,19.924604733388737,0.11144576306711171,0.006397480169374524,0.1143114593191575,0.10517623250112468,0.11771529363309874,0.11144576306711171,0.006397480169374524,0.1143114593191575,0.10517623250112468,0.11771529363309874,0.39249999999999996,0.008278053563422863,0.39454545454545453,0.38438750750784556,0.40061249249215436,0.0,0.0,0.0,0.0,0.0,0.34455550092909903,0.10781054169776418,0.3710458812059332,0.23890117006529016,0.4502098317929079
default,0.0,high,slow,small,0.6929348312127407,0.0011963185466137072,0.6925704003675546,0.6917624390370593,0.6941072233884221,0.24989166433641888,0.0005999098815821333,0.24970772717052336,0.24930375265246837,0.25047957602036935,328.6638334675243,3.365037455230202,327.6152010041006,325.3660967613987,331.9615701736499,412.09051718725595,4.263777380549668,413.216924195872,407.9120153543173,416.2690190201946,0.1249981331650411,0.0009803167062674097,0.12488699175521026,0.12403742279289905,0.12595884353718317,0.12490338653427041,0.005584054809898673,0.12644771052821768,0.11943101282056971,0.13037576024797112,4.280222655586779,0.25891418923964626,4.309231930640609,4.026486750131926,4.533958561041632,0.05675505050505045,0.0008018753738744827,0.0571338383838383,0.055969212638653454,0.05754088837144744,782.4054369059226,155.77059371856285,735.2507660616577,629.750255061731,935.0606187501141,5.936489898989898,0.037138959087191996,5.939898989898989,5.900093719084451,5.972886078895346,1.2522727272727272,0.11791928882793498,1.2772727272727273,1.136711824221351,1.3678336303241034,0.3740909090909091,0.06674031744344483,0.37136363636363634,0.30868539799633316,0.439496420185485,0.6525996364371605,0.14116198544485292,0.6203125,0.5142608907012046,0.7909383821731163,0.5820910212175057,0.07172752721020516,0.5750028925141732,0.5117980445515046,0.6523839978835068,0.0,0.0,0.0,0.0,0.0,0.38970454545454547,0.014565398259102995,0.38995454545454544,0.3754304551606245,0.40397863574846643,0.2962168561421617,0.00944712911921278,0.29615822605491815,0.28695866960533317,0.3054750426789902,0.3355342052201924,0.005809105488594266,0.3366474948001435,0.32984128184137,0.3412271285990148,125.2586746952012,2.6518534197568036,126.01008953970953,122.65985834383953,127.85749104656286,19.322026481577687,0.6968015886626227,19.262147108832128,18.639160924688316,20.00489203846706,0.10775836124796227,0.0056160830459990934,0.10744287457460605,0.10225459986288316,0.11326212263304139,0.10775836124796227,0.0056160830459990934,0.10744287457460605,0.10225459986288316,0.11326212263304139,0.3734090909090909,0.02856894420525117,0.36818181818181817,0.34541152558794475,0.4014066562302371,0.0,0.0,0.0,0.0,0.0,0.28986049885671905,0.09799519204275813,0.3087194470050292,0.1938252106548161,0.38589578705862204
default,0.0,low,fast,large,0.6935216915969281,0.0012181040692539552,0.6930770272828348,0.6923279496090592,0.694715433584797,0.25018894989546236,0.0006085763337315548,0.24996955254103378,0.24959254508840545,0.2507853547025193,328.3095115518544,2.9766334278843316,328.03699568556976,325.39241079252776,331.2266123111811,411.10808528462235,3.744847073169521,411.5946425787128,407.43813515291623,414.77803541632846,0.12250632962428343,0.0008324279814052234,0.12222458526556625,0.12169055020250631,0.12332210904606054,0.12481866344767333,0.008544812843032911,0.1230960193620822,0.11644474686150107,0.13319258003384557,6.588716106342679,0.21754759778034097,6.6177433226539035,6.375519460517945,6.801912752167413,0.05217803030303028,0.004233565335681535,0.05277777777777775,0.04802913627406238,0.056326924331998186,2803.640320854349,125.90436731901487,2783.1002934513344,2680.2540408817144,2927.026600826983,5.799873737373738,0.06456305777882547,5.793939393939395,5.736601940750489,5.8631455339969865,1.3136363636363637,0.17031812722904716,1.2636363636363637,1.1467245989518975,1.48054812832083,0.40386363636363637,0.12087006661185733,0.35454545454545455,0.2854109710840162,0.5223163016432566,0.6262545152689037,0.15411627099628872,0.6353901494189264,0.4752205696925408,0.7772884608452667,0.6372833462497777,0.1305849459262237,0.6142270861833106,0.5093100992420785,0.7652565932574769,0.0,0.0,0.0,0.0,0.0,0.34975,0.015446410514943054,0.34845454545454546,0.3346125176953558,0.3648874823046442,0.2868056725642417,0.010793794976499196,0.2854030562743375,0.2762277534872725,0.2973835916412109,0.3217930130192223,0.008815744849393055,0.3233965007419102,0.3131535830668171,0.3304324429716275,129.10313333063937,2.6607954756751555,129.6667329968506,126.49555376447772,131.71071289680103,9.530832276199112,0.15420457854195088,9.58651584470509,9.379711789228,9.681952763170223,0.09451253130306499,0.01160904797894361,0.0896521884502043,0.08313566428370026,0.10588939832242972,0.09451253130306499,0.01160904797894361,0.0896521884502043,0.08313566428370026,0.10588939832242972,0.3568181818181818,0.01670518963919722,0.3536363636363636,0.34044709597176853,0.3731892676645951,0.0,0.0,0.0,0.0,0.0,0.2965188652766986,0.10457197058896156,0.2596383041864691,0.19403833409951626,0.3989993964538809
default,0.0,low,fast,small,0.6937249467568054,0.0006241155866870987,0.6935946642260034,0.693113313481852,0.6943365800317588,0.2502839714529824,0.0003072125727529667,0.250219946417481,0.2499829031316845,0.2505850397742803,327.2325116377953,2.387248781899711,326.64031515479314,324.8930078315336,329.572015444057,410.5875377023565,3.1031035959186144,411.06857403227707,407.5464961783562,413.62857922635675,0.12163979397772778,0.0007247689094594388,0.12148215615639235,0.12092952044645754,0.12235006750899803,0.125836050136837,0.009178166928906955,0.12771460272762905,0.11684144654650817,0.1348306537271658,3.9400900519339093,0.3090132537635709,3.9361124488411794,3.6372570632456096,4.242923040622209,0.05293560606060602,0.0037389872188302174,0.0535353535353535,0.04927139858615241,0.056599813535059634,732.6736636893745,127.76113849261577,699.2728991038273,607.4677479666111,857.8795794121379,5.901325757575758,0.053581143859712174,5.89520202020202,5.8488162365932395,5.953835278558276,1.2954545454545454,0.14854667853061995,1.3181818181818181,1.149878800494538,1.4410302904145529,0.38999999999999996,0.08663593436886878,0.4149999999999999,0.30509678431850856,0.47490321568149135,0.5236432769655756,0.10495421773594764,0.5260943787343006,0.42078814358434685,0.6264984103468042,0.6325936476034659,0.10898150868496959,0.6515790612156609,0.5257917690921957,0.7393955261147361,0.0,0.0,0.0,0.0,0.0,0.37381818181818177,0.014470260182597497,0.3722727272727273,0.3596373268392362,0.38799903679712733,0.2909070670971412,0.013489775894699178,0.29228673958317053,0.277687086720336,0.3041270474739464,0.32801180129780344,0.010365730370744022,0.3276886030255405,0.3178533855344743,0.3381702170611326,129.41535240645086,2.5593917303205744,130.13988070222013,126.9071485107367,131.92355630216503,9.534814445561338,0.17215526365884343,9.547329470183708,9.366102287175671,9.703526603947005,0.09365078219228085,0.009513889339035185,0.0956149496921272,0.08432717064002637,0.10297439374453532,0.09365078219228085,0.009513889339035185,0.0956149496921272,0.08432717064002637,0.10297439374453532,0.34386363636363637,0.009370694603676536,0.3413636363636363,0.33468035565203336,0.3530469170752394,0.0,0.0,0.0,0.0,0.0,0.2737639713456199,0.12728315768087842,0.2950560205349022,0.14902647681835907,0.39850146587288077
default,0.0,low,slow,large,0.6935216915969281,0.0012181040692539552,0.6930770272828348,0.6923279496090592,0.694715433584797,0.25018894989546236,0.0006085763337315548,0.24996955254103378,0.24959254508840545,0.2507853547025193,328.3095115518544,2.9766334278843316,328.03699568556976,325.39241079252776,331.2266123111811,411.10808528462235,3.744847073169521,411.5946425787128,407.43813515291623,414.77803541632846,0.12250632962428343,0.0008324279814052234,0.12222458526556625,0.12169055020250631,0.12332210904606054,0.12481866344767333,0.008544812843032911,0.1230960193620822,0.11644474686150107,0.13319258003384557,6.588716106342679,0.21754759778034097,6.6177433226539035,6.375519460517945,6.801912752167413,0.05217803030303028,0.004233565335681535,0.05277777777777775,0.04802913627406238,0.056326924331998186,2803.640320854349,125.90436731901487,2783.1002934513344,2680.2540408817144,2927.026600826983,5.799873737373738,0.06456305777882547,5.793939393939395,5.736601940750489,5.8631455339969865,1.3136363636363637,0.17031812722904716,1.2636363636363637,1.1467245989518975,1.48054812832083,0.40386363636363637,0.12087006661185733,0.35454545454545455,0.2854109710840162,0.5223163016432566,0.6262545152689037,0.15411627099628872,0.6353901494189264,0.4752205696925408,0.7772884608452667,0.6372833462497777,0.1305849459262237,0.6142270861833106,0.5093100992420785,0.7652565932574769,0.0,0.0,0.0,0.0,0.0,0.34975,0.015446410514943054,0.34845454545454546,0.3346125176953558,0.3648874823046442,0.2868056725642417,0.010793794976499196,0.2854030562743375,0.2762277534872725,0.2973835916412109,0.3217930130192223,0.008815744849393055,0.3233965007419102,0.3131535830668171,0.3304324429716275,125.41926728590497,2.6512524151480354,125.9685964376271,122.82103991905988,128.01749465275003,18.215153904062817,0.4773177564314797,18.151942922332367,17.747382502759965,18.682925305365668,0.10749775226165963,0.012064542518064937,0.1022169935550716,0.09567450059395599,0.11932100392936326,0.10749775226165963,0.012064542518064937,0.1022169935550716,0.09567450059395599,0.11932100392936326,0.3568181818181818,0.01670518963919722,0.3536363636363636,0.34044709597176853,0.3731892676645951,0.0,0.0,0.0,0.0,0.0,0.2965188652766986,0.10457197058896156,0.2596383041864691,0.19403833409951626,0.3989993964538809
default,0.0,low,slow,small,0.6937249467568054,0.0006241155866870987,0.6935946642260034,0.693113313481852,0.6943365800317588,0.2502839714529824,0.0003072125727529667,0.250219946417481,0.2499829031316845,0.2505850397742803,327.2325116377953,2.387248781899711,326.64031515479314,324.8930078315336,329.572015444057,410.5875377023565,3.1031035959186144,411.06857403227707,407.5464961783562,413.62857922635675,0.12163979397772778,0.0007247689094594388,0.12148215615639235,0.12092952044645754,0.12235006750899803,0.125836050136837,0.009178166928906955,0.12771460272762905,0.11684144654650817,0.1348306537271658,3.9400900519339093,0.3090132537635709,3.9361124488411794,3.6372570632456096,4.242923040622209,0.05293560606060602,0.0037389872188302174,0.0535353535353535,0.04927139858615241,0.056599813535059634,732.6736636893745,127.76113849261577,699.2728991038273,607.4677479666111,857.8795794121379,5.901325757575758,0.053581143859712174,5.89520202020202,5.8488162365932395,5.953835278558276,1.2954545454545454,0.14854667853061995,1.3181818181818181,1.149878800494538,1.4410302904145529,0.38999999999999996,0.08663593436886878,0.4149999999999999,0.30509678431850856,0.47490321568149135,0.5236432769655756,0.10495421773594764,0.5260943787343006,0.42078814358434685,0.6264984103468042,0.6325936476034659,0.10898150868496959,0.6515790612156609,0.5257917690921957,0.7393955261147361,0.0,0.0,0.0,0.0,0.0,0.37381818181818177,0.014470260182597497,0.3722727272727273,0.3596373268392362,0.38799903679712733,0.2909070670971412,0.013489775894699178,0.29228673958317053,0.277687086720336,0.3041270474739464,0.32801180129780344,0.010365730370744022,0.3276886030255405,0.3178533855344743,0.3381702170611326,125.78511327709973,2.6106460902840816,126.55978350798446,123.22668010862132,128.3435464455781,18.111463076882846,0.34936268224496597,18.12409350018848,17.769087648282778,18.453838505482913,0.10648772421567679,0.009367720916589942,0.1081355350372053,0.09730735771741865,0.11566809071393493,0.10648772421567679,0.009367720916589942,0.1081355350372053,0.09730735771741865,0.11566809071393493,0.34386363636363637,0.009370694603676536,0.3413636363636363,0.33468035565203336,0.3530469170752394,0.0,0.0,0.0,0.0,0.0,0.2737639713456199,0.12728315768087842,0.2950560205349022,0.14902647681835907,0.39850146587288077
default,0.05,high,fast,large,0.6945244887598975,0.002425442838075,0.6941969578743955,0.692147554778584,0.6969014227412109,0.25068652394755914,0.0012063559064763283,0.25052548306432587,0.24950429515921232,0.2518687527359059,365.190721890433,8.15349597970362,363.5809196265054,357.20029583032345,373.18114795054254,468.87250618818496,5.193847018530277,468.11465680353433,463.78253611002526,473.96247626634465,0.12490810540445024,0.0009110265345521334,0.1252618868200688,0.12401529940058915,0.12580091140831134,0.1417452391270931,0.004968414095110762,0.1417581248041342,0.13687619331388456,0.14661428494030165,8.590223327119316,0.6035083989956556,8.819819304609895,7.998785096103574,9.181661558135058,0.07342171717171712,0.003614876424555393,0.0742424242424242,0.06987913827565284,0.07696429606778141,5004.178993281931,348.83852596264506,4918.914652052694,4662.317237838539,5346.040748725323,5.844633838383839,0.037290821094347865,5.850883838383839,5.808088833711378,5.8811788430563,1.5318181818181817,0.03674047167570336,1.5409090909090908,1.4958125195759924,1.5678238440603711,0.6043181818181818,0.011532084838235175,0.6036363636363636,0.5930167386767112,0.6156196249596523,0.6708674445718303,0.07334722670545166,0.6723778808036014,0.5989871624004877,0.742747726743173,0.6797366740032382,0.09157662827655469,0.6704108480064764,0.5899915782922146,0.7694817697142619,2.016818181818182,0.12586778668316165,1.9727272727272729,1.8934677508686837,2.1401686127676807,0.3623181818181818,0.012096603808154553,0.36436363636363633,0.35046351008619037,0.37417285355017327,0.3172514457937119,0.006566393122142928,0.3165006508481695,0.31081638053401184,0.32368651105341195,0.3526018537052047,0.012229087338929719,0.3505700381420711,0.34061734811305355,0.36458635929735583,142.74162862696357,2.630417003341743,143.18196993510196,140.16381996368867,145.31943729023848,9.849637090251152,0.33907314511229925,9.807157556059636,9.517345408041098,10.181928772461205,0.11382382591985163,0.0010213993258822664,0.1137366251859818,0.112822854580487,0.11482479725921625,0.11382382591985163,0.0010213993258822664,0.1137366251859818,0.112822854580487,0.11482479725921625,0.3815909090909091,0.011241770788817875,0.3836363636363636,0.3705739737178676,0.3926078444639506,0.05,0.0,0.05,0.05,0.05,0.6677818561943708,0.02552952569499407,0.6576180430840257,0.6427629210132766,0.692800791375465
default,0.05,high,fast,small,0.6945433364389141,0.0012334640784409992,0.6940344052043155,0.6933345416420419,0.6957521312357863,0.250697549893392,0.0006142135179783543,0.2504440841017027,0.25009562064577323,0.25129947914101075,365.07355354117254,8.864815899037655,362.47403708496734,356.38603396011564,373.76107312222945,468.3357622099455,6.307087141919805,466.30032969836145,462.15481681086413,474.5167076090269,0.12301968797723078,0.0009941272686573048,0.12328087913873395,0.12204544325394663,0.12399393270051494,0.1410320042383813,0.006394927793772991,0.14407257721482214,0.13476497500048376,0.14729903347627885,5.317142647656128,0.115689448352878,5.3646644767346245,5.203766988270308,5.4305183070419485,0.06963383838383834,0.0038663312271600566,0.07039141414141409,0.06584483378122148,0.0734228429864552,1636.2680836268878,156.5052578451722,1578.4652138698343,1482.892930938619,1789.6432363151566,5.934406565656566,0.08816239092968184,5.958585858585859,5.848007422545478,6.0208057087676545,1.5159090909090909,0.102952287753692,1.5363636363636364,1.4150158489104727,1.616802332907709,0.5120454545454546,0.036608079916208645,0.5163636363636364,0.47616953622757013,0.5479213728633391,0.5590511638898735,0.1029951943072889,0.5512820512820513,0.4581158734687304,0.6599864543110167,0.7389354539819875,0.14006310516720305,0.7098765432098766,0.6016736109181284,0.8761972970458465,1.8238636363636365,0.12349005380365571,1.8186363636363638,1.702843383636054,1.944883889091219,0.38249999999999995,0.029673475555033208,0.3897272727272727,0.3534199939560674,0.4115800060439325,0.3200493798823074,0.010178667427461435,0.32202523314359066,0.3100742858033952,0.33002447396121964,0.354536758247206,0.013899723950150836,0.35463901947082016,0.34091502877605817,0.3681584877183538,142.7440392595148,2.7595961453195814,142.91372082173996,140.03963503710162,145.448443481928,9.692328778593625,0.11237426930950711,9.669479976452276,9.582201994670308,9.802455562516942,0.10778169672134827,0.005414822864100364,0.1093091854107017,0.1024751703145299,0.11308822312816663,0.10778169672134827,0.005414822864100364,0.1093091854107017,0.1024751703145299,0.11308822312816663,0.3670454545454545,0.017126574649609594,0.3686363636363636,0.3502614113888371,0.3838294977020719,0.05,0.0,0.05,0.05,0.05,0.6109195727717122,0.038837054526316334,0.619228415710559,0.5728592593359222,0.6489798862075021
